row_operation,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9
Operation Bayonet Lightning_Q7096794,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Bayonet Lightning_Q7096794,NA,NA
Operation Black Eagle_Q3354655,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Black Eagle_Q3354655,NA,NA
Operation Bulldog Mammoth_Q7096859,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Bulldog Mammoth_Q7096859,NA,NA
Operation Dagger_Q7096953,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Dagger_Q7096953,NA,NA
Operation Defeat Al Qaeda in the North_Q7096967,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Defeat Al Qaeda in the North_Q7096967,NA,NA
Operation Desert Scorpion (Iraq 2003)_Q7096982,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Desert Scorpion (Iraq 2003)_Q7096982,NA,NA
Operation Desert Thrust_Q7096979,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Desert Thrust_Q7096979,NA,NA
Operation Dragon Fire East_Q7097002,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Dragon Fire East_Q7097002,NA,NA
Operation Eagle Ares_Q7097017,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Eagle Ares_Q7097017,NA,NA
Operation Forsythe Park_Q7097057,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Forsythe Park_Q7097057,NA,NA
Operation Gaugamela_Q7097069,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Gaugamela_Q7097069,NA,NA
Operation Guardian Tiger IV_Q7097106,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Guardian Tiger IV_Q7097106,NA,NA
Operation Iron Hammer (Iraq 2003)_Q7097172,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Iron Hammer (Iraq 2003)_Q7097172,NA,NA
Operation Iron Hammer (Iraq 2005)_Q7097173,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Iron Hammer (Iraq 2005)_Q7097173,NA,NA
Operation Iron Justice_Q7097175,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Iron Justice_Q7097175,NA,NA
Operation Iron Saber_Q7097177,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Iron Saber_Q7097177,NA,NA
Operation Iron Triangle_Q7097176,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Iron Triangle_Q7097176,NA,NA
Operation Ivy Blizzard_Q7097180,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Ivy Blizzard_Q7097180,NA,NA
Operation Larchwood 4_Q23043314,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Larchwood 4_Q23043314,NA,NA
Operation Leyte Gulf_Q7097226,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Leyte Gulf_Q7097226,NA,NA
Operation Lion's Leap_Q7097238,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Lion's Leap_Q7097238,NA,NA
Operation Marlborough_Q7097269,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Marlborough_Q7097269,NA,NA
Operation Marne Avalanche_Q7097270,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Marne Avalanche_Q7097270,NA,NA
Operation Mawtini_Q16932796,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Mawtini_Q16932796,NA,NA
Operation Murfreesboro_Q7097303,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Murfreesboro_Q7097303,NA,NA
Operation New Market_Q7097325,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation New Market_Q7097325,NA,NA
Operation Panther Squeeze_Q7097371,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Panther Squeeze_Q7097371,NA,NA
Operation Peninsula Strike_Q4335239,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Peninsula Strike_Q4335239,NA,NA
Operation Phantom Linebacker_Q7097388,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Linebacker_Q7097388,NA,NA
Nineveh campaign_Q7038210,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Phoenix_Q2026267,Nineveh campaign_Q7038210,NA
Operation Phantom Phoenix_Q2026267,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Phoenix_Q2026267,Operation Iron Harvest_,NA
Operation Phantom Phoenix_Q2026267,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Phoenix_Q2026267,Operation Marne Thunderbolt_,NA
Operation Phantom Strike_Q1697088,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Strike_Q1697088,Operation Iron Reaper_,NA
Operation Phantom Strike_Q1697088,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Strike_Q1697088,Operation Lightning Hammer I_,NA
Operation Phantom Strike_Q1697088,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Strike_Q1697088,Operation Lightning Hammer II_,NA
Operation Phantom Strike_Q1697088,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Strike_Q1697088,Operation Marne Anvil_,NA
Operation Marne Courageous_Q16931346,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Strike_Q1697088,Operation Marne Courageous_Q16931346,NA
Operation Phantom Strike_Q1697088,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Strike_Q1697088,Operation Marne Husky_,NA
Operation Phantom Strike_Q1697088,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Strike_Q1697088,Operation Marne Roundup_,NA
Operation Phantom Strike_Q1697088,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Strike_Q1697088,Operation Marne Torch II_,NA
Operation Alljah_Q7096739,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Thunder_Q2026272,Operation Alljah_Q7096739,NA
Operation Phantom Thunder_Q2026272,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Thunder_Q2026272,Operation Arrowhead Ripper_,NA
Operation Bull Run_Q11798527,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Thunder_Q2026272,Operation Bull Run_Q11798527,NA
Operation Commando Eagle_Q7096918,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Thunder_Q2026272,Operation Commando Eagle_Q7096918,NA
Operation Marne Torch_Q2026187,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Phantom Thunder_Q2026272,Operation Marne Torch_Q2026187,Operation Stampede 3_Q7097577
Operation Planet X_Q7097399,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Planet X_Q7097399,NA,NA
Operation Polar Tempest_Q7097403,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Polar Tempest_Q7097403,NA,NA
Operation Purple Haze_Q7097429,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Purple Haze_Q7097429,NA,NA
Operation Red Dawn_Q3780506,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Red Dawn_Q3780506,NA,NA
Operation River Falcon_Q7097465,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation River Falcon_Q7097465,NA,NA
Operation Saber Guardian_Q7097481,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Saber Guardian_Q7097481,NA,NA
Operation Scorpion_Q7097510,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Scorpion_Q7097510,NA,NA
Operation Shurta Nasir_Q7097544,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Shurta Nasir_Q7097544,NA,NA
Operation Together Forward_Q7097646,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Together Forward_Q7097646,NA,NA
Operation Valiant Guardian_Q7097682,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Valiant Guardian_Q7097682,NA,NA
Operation Warrior's Rage_Q7097703,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Operation Warrior's Rage_Q7097703,NA,NA
Second Battle of Fallujah_Q1330136,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Second Battle of Fallujah_Q1330136,NA,NA
Battle of Basra (2008)_Q2888122,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Siege of Sadr City_Q3486016,Battle of Basra (2008)_Q2888122,NA
Siege of Sadr City_Q3486016,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Siege of Sadr City_Q3486016,Battle of Karbala_Q4871388,NA
Operation Imposing Law_Q1747422,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,Siege of Sadr City_Q3486016,Operation Imposing Law_Q1747422,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraqi Civil War (2014–2017)_Q17984356,Battle of Suq al Ghazi_Q18148976,NA,NA
Mosul offensive (2015)_Q20647259,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraqi Civil War (2014–2017)_Q17984356,Mosul offensive (2015)_Q20647259,NA,NA
Nineveh Plains offensive_Q21814411,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraqi Civil War (2014–2017)_Q17984356,Nineveh Plains offensive_Q21814411,NA,NA
Northern Iraq offensive_Q17984373,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraqi Civil War (2014–2017)_Q17984356,Northern Iraq offensive_Q17984373,Battle for Mosul Dam_Q17573637,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraqi insurgency (2017–present)_Q57890365,NA,NA,NA
2009 Baraawe raid_Q10751263,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,2009 Baraawe raid_Q10751263,NA,NA,NA,NA
2013 raid on Barawe_Q17000965,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,2013 raid on Barawe_Q17000965,NA,NA,NA,NA
Action of 18 March 2006_Q2984712,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,Action of 18 March 2006_Q2984712,NA,NA,NA,NA
Action of 28 October 2007_Q4677332,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,Action of 28 October 2007_Q4677332,NA,NA,NA,NA
Action of 3 June 2007_Q4677356,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,Action of 3 June 2007_Q4677356,NA,NA,NA,NA
November 2017 Somalia airstrike_Q60755056,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,American airstrikes in Somalia_Q55603824,November 2017 Somalia airstrike_Q60755056,NA,NA,NA
December 2018 airstrikes in Gandarshe_Q60765736,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,American military intervention in Somalia (2007–present)_Q55603824,December 2018 airstrikes in Gandarshe_Q60765736,NA,NA,NA
Battle of Bargal (2007)_Q4870424,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,Battle of Bargal (2007)_Q4870424,NA,NA,NA,NA
Battle of Ras Kamboni_Q4872168,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,Battle of Ras Kamboni_Q4872168,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,Dai Hong Dan incident_Q18204694,NA,NA,NA,NA
Dhusamareb airstrike_Q1328419,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,Dhusamareb airstrike_Q1328419,NA,NA,NA,NA
Operation Observant Compass_Q65066391,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,Operation Observant Compass_Q65066391,NA,NA,NA,NA
Operation Ocean Shield_Q2001981,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,Operation Ocean Shield_Q2001981,Action of 1 April 2010_Q4677292,NA,NA,NA
SY Quest incident_Q647100,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,Operation Ocean Shield_Q2001981,SY Quest incident_Q647100,NA,NA,NA
Rescue of Jessica Buchanan and Poul Hagen Thisted_Q7315022,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Horn of Africa_Q1195810,Rescue of Jessica Buchanan and Poul Hagen Thisted_Q7315022,NA,NA,NA,NA
Operation Enduring Freedom – Philippines_Q2631285,intervention,War on Terror_Q185729,Operation Enduring Freedom_Q326668,Operation Enduring Freedom – Philippines_Q2631285,NA,NA,NA,NA,NA
2001 Sayyd Alma Kalay airstrike_Q4599065,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,2001 Sayyd Alma Kalay airstrike_Q4599065,NA,NA,NA,NA,NA
2001 uprising in Herat_Q3152953,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,2001 uprising in Herat_Q3152953,NA,NA,NA,NA,NA
2009 Kunduz airstrike_Q1848486,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,2009 Kunduz airstrike_Q1848486,NA,NA,NA,NA,NA
2010 Sangin airstrike_Q7418013,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,2010 Sangin airstrike_Q7418013,NA,NA,NA,NA,NA
2012 Kapisa airstrike_Q4625940,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,2012 Kapisa airstrike_Q4625940,NA,NA,NA,NA,NA
2017 Nangarhar airstrike_Q29385187,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,2017 Nangarhar airstrike_Q29385187,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Attack on Bari Alai_Q17182139,NA,NA,NA,NA,NA
Azizabad airstrike_Q2909596,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Azizabad airstrike_Q2909596,NA,NA,NA,NA,NA
Baraki Barak airstrike_Q4858273,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Baraki Barak airstrike_Q4858273,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Afghanya_Q4870218,NA,NA,NA,NA,NA
Battle of Alasay_Q385546,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Alasay_Q385546,NA,NA,NA,NA,NA
Battle of Barawala Kalay Valley_Q24905428,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Barawala Kalay Valley_Q24905428,NA,NA,NA,NA,NA
Battle of Chora_Q1485258,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Chora_Q1485258,NA,NA,NA,NA,NA
Battle of Do Ab_Q4870881,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Do Ab_Q4870881,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Ebrahimkhel_Q4870947,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Firebase Anaconda_Q281145,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Ganjgal_Q4871076,NA,NA,NA,NA,NA
Battle of Kamdesh_Q2664174,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Kamdesh_Q2664174,NA,NA,NA,NA,NA
Battle of Khaz Oruzgan_Q4871421,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Khaz Oruzgan_Q4871421,NA,NA,NA,NA,NA
Operation Medusa_Q1763044,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Panjwaii_Q3401917,Operation Medusa_Q1763044,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Qala-i-Jangi_Q3180637,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Sayyd Alma Kalay_Q4872330,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Shawali Kowt_Q4872366,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Shewan_Q2889960,NA,NA,NA,NA,NA
Battle of Shok Valley_Q4872371,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Shok Valley_Q4872371,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Battle of Wanat_Q2890373,NA,NA,NA,NA,NA
Bombing of Kandahar (2001)_Q4871376,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Bombing of Kandahar (2001)_Q4871376,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Counterinsurgency in Northern Afghanistan_Q1312389,Operation Gala-e Gorg_,NA,NA,NA,NA
Operation Halmazag_Q1234017,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Counterinsurgency in Northern Afghanistan_Q1312389,Operation Halmazag_Q1234017,NA,NA,NA,NA
Operation Oqab_Q2026247,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Counterinsurgency in Northern Afghanistan_Q1312389,Operation Oqab_Q2026247,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Counterinsurgency in Northern Afghanistan_Q1312389,Operation Sahda Ehlm_,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Counterinsurgency in Northern Afghanistan_Q1312389,Operation Taohid I_,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Counterinsurgency in Northern Afghanistan_Q1312389,Operation Taohid II_,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Counterinsurgency in Northern Afghanistan_Q1312389,Operation Taohid III_,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Eastern Afghanistan_,NA,NA,NA,NA,NA
Fall of Kandahar_Q2888881,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Fall of Kandahar_Q2888881,NA,NA,NA,NA,NA
Fall of Mazar-i-Sharif_Q2889318,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Fall of Mazar-i-Sharif_Q2889318,NA,NA,NA,NA,NA
First and Second Battles of Kakarak_Q5454117,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,First and Second Battles of Kakarak_Q5454117,NA,NA,NA,NA,NA
Gora Prai airstrike_Q5584353,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Gora Prai airstrike_Q5584353,NA,NA,NA,NA,NA
Granai airstrike_Q1136783,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Granai airstrike_Q1136783,NA,NA,NA,NA,NA
Haska Meyna wedding party airstrike_Q5252012,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Haska Meyna wedding party airstrike_Q5252012,NA,NA,NA,NA,NA
Hyderabad airstrike_Q5953962,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Hyderabad airstrike_Q5953962,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,Insurgency in Khyber Pakhtunkhwa_Q179275,NA,NA,NA,NA,NA
NA,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,2003 Lejay firefight_Q4601543,NA,NA,NA
2007 Helmand Province airstrikes_Q4608594,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,2007 Helmand Province airstrikes_Q4608594,NA,NA,NA
Battle of Garmsir_Q4871080,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Battle of Garmsir_Q4871080,NA,NA,NA
Siege of Musa Qala_Q7510253,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Siege of Musa Qala_Q7510253,NA,NA,NA
Battle of Dahaneh_Q2888379,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Battle of Now Zad_Q4871922,Battle of Dahaneh_Q2888379,NA,NA
Operation Cobra's Anger_Q1128855,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Battle of Now Zad_Q4871922,Operation Cobra's Anger_Q1128855,NA,NA
Operation Strike of the Sword_Q2549377,intervention,War on Terror_Q185729,War in Afghanistan_Q182865,International Security Assistance Force_Q155654,Helmand province campaign_Q5709231,Battle of Now Zad_Q4871922,Operation Strike of the Sword_Q2549377,NA,NA
